,Message
22577,"+BUFF:GTSTT,500700,868574042784996,,21,0,0.0,349,1636.1,-74.104840,5.347601,20260326191132,0732,0101,126C,F20B,06,210100,12,20260326191132,C160$"
22578,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1636.1,-74.104840,5.347601,20260326191153,0732,0101,126C,F20B,04,12,121378.5,05847:35:54,,,100,210100,,,,20260326191158,C161$"
22579,"+BUFF:GTSTT,500700,868574042784996,,22,0,0.0,349,1636.1,-74.104840,5.347601,20260326191235,0732,0101,126C,F20B,06,220100,12,20260326191236,C162$"
22580,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1636.1,-74.104840,5.347601,20260326191253,0732,0101,126C,F20B,04,12,121378.5,05847:36:54,,,100,220100,,,,20260326191258,C163$"
22581,"+BUFF:GTSTT,500700,868574042784996,,21,0,0.0,349,1636.1,-74.104840,5.347601,20260326191310,0732,0101,126C,F20B,06,210100,12,20260326191310,C164$"
22582,"+BUFF:GTSTT,500700,868574042784996,,22,0,0.0,349,1636.1,-74.104840,5.347601,20260326191316,0732,0101,126C,F20B,06,220100,12,20260326191316,C165$"
22583,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1636.1,-74.104840,5.347601,20260326191355,0732,0101,126C,F20B,04,12,121378.5,05847:37:54,,,100,220100,,,,20260326191358,C166$"
22584,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1636.1,-74.104840,5.347601,20260326191455,0732,0101,126C,F20B,04,12,121378.5,05847:38:54,,,100,220100,,,,20260326191458,C167$"
22585,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1636.1,-74.104840,5.347601,20260326191555,0732,0101,126C,F20B,04,12,121378.5,05847:39:54,,,100,220100,,,,20260326191558,C168$"
22586,"+BUFF:GTSTT,500700,868574042784996,,21,0,0.0,349,1636.1,-74.104840,5.347601,20260326191634,0732,0101,126C,F20B,06,210100,12,20260326191636,C169$"
22587,"+BUFF:GTSTT,500700,868574042784996,,22,0,0.0,349,1636.1,-74.104840,5.347601,20260326191646,0732,0101,126C,F20B,06,220100,12,20260326191647,C16A$"
22588,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1636.1,-74.104840,5.347601,20260326191655,0732,0101,126C,F20B,04,12,121378.5,05847:40:54,,,100,220100,,,,20260326191658,C16B$"
22589,"+BUFF:GTSTT,500700,868574042784996,,21,0,0.0,349,1636.1,-74.104840,5.347601,20260326191731,0732,0101,126C,F20B,06,210100,12,20260326191733,C16C$"
22590,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1636.1,-74.104840,5.347601,20260326191755,0732,0101,126C,F20B,04,12,121378.5,05847:41:54,,,100,210100,,,,20260326191758,C16D$"
22591,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1636.1,-74.104840,5.347601,20260326191855,0732,0101,126C,F20B,04,12,121378.5,05847:42:54,,,100,210100,,,,20260326191858,C16E$"
22592,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1636.1,-74.104840,5.347601,20260326191955,0732,0101,126C,F20B,04,12,121378.5,05847:43:54,,,100,210100,,,,20260326191958,C16F$"
22593,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1636.1,-74.104840,5.347601,20260326192055,0732,0101,126C,F20B,04,12,121378.5,05847:44:54,,,100,210100,,,,20260326192058,C170$"
22594,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1636.1,-74.104840,5.347601,20260326192155,0732,0101,126C,F20B,04,12,121378.5,05847:45:54,,,100,210100,,,,20260326192158,C171$"
22595,"+BUFF:GTDOG,500700,868574042784996,,,04,1,1,0.0,349,1636.1,-74.104840,5.347601,20260326192249,0732,0101,126C,F20B,04,12,121378.5,20260326192249,C172$"
22596,"+BUFF:GTPFA,500700,868574042784996,,20260326192249,C173$"
22597,"+BUFF:GTPNA,500700,868574042784996,,20260326192307,C174$"
22598,"+BUFF:GTRTL,500700,868574042784996,,,00,1,1,0.1,349,1617.3,-74.104771,5.347602,20260326192318,,,,,04,12,121378.5,20260326192318,C175$"
22599,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.1,349,1617.3,-74.104771,5.347602,20260326192318,,,,,04,12,121378.5,05847:46:59,,,100,210100,,,,20260326192318,C176$"
22600,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1617.9,-74.104758,5.347610,20260326192413,,,,,04,12,121378.5,05847:47:59,,,100,210100,,,,20260326192417,C177$"
22601,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1617.9,-74.104758,5.347610,20260326192513,,,,,04,12,121378.5,05847:48:59,,,100,210100,,,,20260326192517,C178$"
22602,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1617.9,-74.104758,5.347610,20260326192613,,,,,04,12,121378.5,05847:49:59,,,100,210100,,,,20260326192617,C179$"
22603,"+BUFF:GTSTT,500700,868574042784996,,22,0,0.0,349,1617.9,-74.104758,5.347610,20260326192646,,,,,06,220100,12,20260326192646,C17A$"
22604,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.1,349,1622.6,-74.104769,5.347627,20260326192713,,,,,04,12,121378.5,05847:50:59,,,100,220100,,,,20260326192717,C17B$"
22605,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.1,349,1623.2,-74.104779,5.347615,20260326192812,,,,,04,12,121378.5,05847:51:59,,,100,220100,,,,20260326192817,C17C$"
22606,"+BUFF:GTSTT,500700,868574042784996,,21,0,0.2,349,1622.9,-74.104780,5.347612,20260326192833,,,,,06,210100,12,20260326192835,C17D$"
22607,"+BUFF:GTSTT,500700,868574042784996,,22,0,0.0,349,1621.4,-74.104779,5.347611,20260326192851,,,,,06,220100,12,20260326192851,C17E$"
22608,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1619.7,-74.104773,5.347610,20260326192912,,,,,04,12,121378.5,05847:52:59,,,100,220100,,,,20260326192917,C17F$"
22609,"+BUFF:GTSTT,500700,868574042784996,,21,0,0.1,349,1619.8,-74.104785,5.347603,20260326192954,,,,,06,210100,12,20260326192957,C180$"
22610,"+BUFF:GTSTT,500700,868574042784996,,22,0,0.1,349,1619.7,-74.104787,5.347603,20260326193015,,,,,06,220100,12,20260326193016,C181$"
22611,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1619.8,-74.104787,5.347603,20260326193012,,,,,04,12,121378.5,05847:53:59,,,100,220100,,,,20260326193017,C182$"
22612,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.1,349,1622.6,-74.104787,5.347616,20260326193115,,,,,04,12,121378.5,05847:54:59,,,100,220100,,,,20260326193117,C183$"
22613,"+BUFF:GTSTT,500700,868574042784996,,21,0,0.1,349,1620.5,-74.104775,5.347612,20260326193124,,,,,06,210100,12,20260326193125,C184$"
22614,"+BUFF:GTSTT,500700,868574042784996,,22,0,0.0,349,1618.7,-74.104773,5.347615,20260326193200,,,,,06,220100,12,20260326193202,C185$"
22615,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.1,349,1619.0,-74.104772,5.347616,20260326193215,,,,,04,12,121378.5,05847:55:59,,,100,220100,,,,20260326193217,C186$"
22616,"+BUFF:GTSTT,500700,868574042784996,,21,0,0.0,349,1624.4,-74.104784,5.347628,20260326193257,,,,,06,210100,12,20260326193259,C187$"
22617,"+BUFF:GTSTT,500700,868574042784996,,22,0,0.0,349,1624.4,-74.104784,5.347628,20260326193257,,,,,06,220000,12,20260326193300,C188$"
22618,"+BUFF:GTIGF,500700,868574042784996,,1626,0,0.1,349,1624.0,-74.104786,5.347626,20260326193300,,,,,06,120000,12,05847:56:41,121378.5,20260326193300,C189$"
22619,"+BUFF:GTSTT,500700,868574042784996,,12,0,0.1,349,1624.0,-74.104786,5.347626,20260326193300,,,,,06,120000,12,20260326193300,C18A$"
22620,"+BUFF:GTIGL,500700,868574042784996,,,00,1,1,0.1,349,1624.1,-74.104790,5.347623,20260326193305,,,,,04,12,121378.5,20260326193305,C18B$"
22621,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.1,349,1624.1,-74.104790,5.347623,20260326193305,,,,,04,12,121378.5,05847:56:41,,,100,120000,,,,20260326193305,C18C$"
22622,"+BUFF:GTSTT,500700,868574042784996,,11,0,0.1,349,1624.1,-74.104790,5.347623,20260326193305,,,,,06,110000,12,20260326193344,C18D$"
22623,"+BUFF:GTIGN,500700,868574042784996,,3001,0,0.1,349,1624.1,-74.104790,5.347623,20260326193305,,,,,06,210100,12,05847:56:41,121378.5,20260326202301,C18E$"
22624,"+BUFF:GTSTT,500700,868574042784996,,21,0,0.1,349,1624.1,-74.104790,5.347623,20260326193305,,,,,06,210100,12,20260326202301,C18F$"
22625,"+BUFF:GTSTT,500700,868574042784996,,22,0,0.1,349,1624.1,-74.104790,5.347623,20260326193305,,,,,06,220100,12,20260326202301,C190$"
22626,"+BUFF:GTIGL,500700,868574042784996,,,01,1,1,0.3,349,1621.2,-74.104768,5.347671,20260326202309,,,,,04,12,121378.5,20260326202309,C191$"
22627,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.3,349,1621.2,-74.104768,5.347671,20260326202309,,,,,04,12,121378.5,05847:56:46,,,100,220100,,,,20260326202309,C192$"
22628,"+BUFF:GTDOG,500700,868574042784996,,,04,1,1,0.0,349,1622.6,-74.104756,5.347677,20260326202335,,,,,04,12,121378.5,20260326202335,C193$"
22629,"+BUFF:GTPFA,500700,868574042784996,,20260326202335,C194$"
22630,"+BUFF:GTPNA,500700,868574042784996,,20260326202353,C195$"
22631,"+BUFF:GTSTT,500700,868574042784996,,22,0,0.0,349,1622.6,-74.104756,5.347677,20260326202335,,,,,06,220100,0,20260326202353,C196$"
22632,"+BUFF:GTRTL,500700,868574042784996,,,00,1,1,0.2,349,1627.8,-74.104821,5.347640,20260326202417,,,,,04,12,121378.5,20260326202418,C197$"
22633,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.2,349,1627.8,-74.104821,5.347640,20260326202417,,,,,04,12,121378.5,05847:57:31,,,100,220100,,,,20260326202418,C198$"
22634,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1623.5,-74.104806,5.347654,20260326202509,,,,,04,12,121378.5,05847:58:26,,,100,220100,,,,20260326202513,C199$"
22635,"+BUFF:GTSTT,500700,868574042784996,,21,0,0.1,349,1621.3,-74.104815,5.347650,20260326202521,,,,,06,210100,12,20260326202522,C19A$"
22636,"+BUFF:GTIGF,500700,868574042784996,,188,0,0.0,349,1618.3,-74.104813,5.347644,20260326202609,,,,,06,110000,12,05847:59:27,121378.5,20260326202610,C19B$"
22637,"+BUFF:GTSTT,500700,868574042784996,,11,0,0.0,349,1618.3,-74.104813,5.347644,20260326202609,,,,,06,110000,12,20260326202610,C19C$"
22638,"+BUFF:GTIGL,500700,868574042784996,,,00,1,1,0.0,349,1614.9,-74.104817,5.347651,20260326202614,,,,,04,12,121378.5,20260326202615,C19D$"
22639,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1614.9,-74.104817,5.347651,20260326202614,,,,,04,12,121378.5,05847:59:27,,,100,1A0000,,,,20260326202615,C19E$"
22640,"+BUFF:GTIGN,500700,868574042784996,,741,0,0.0,349,1614.9,-74.104817,5.347651,20260326202614,,,,,06,210100,12,05847:59:27,121378.5,20260326203831,C19F$"
22641,"+BUFF:GTSTT,500700,868574042784996,,21,0,0.0,349,1614.9,-74.104817,5.347651,20260326202614,,,,,06,210100,12,20260326203831,C1A0$"
22642,"+BUFF:GTSTT,500700,868574042784996,,22,0,0.0,349,1614.9,-74.104817,5.347651,20260326202614,,,,,06,220100,12,20260326203831,C1A1$"
22643,"+BUFF:GTIGF,500700,868574042784996,,1,0,0.0,349,1614.9,-74.104817,5.347651,20260326202614,,,,,06,120000,12,05847:59:28,121378.5,20260326203832,C1A2$"
22644,"+BUFF:GTSTT,500700,868574042784996,,12,0,0.0,349,1614.9,-74.104817,5.347651,20260326202614,,,,,06,120000,12,20260326203832,C1A3$"
22645,"+BUFF:GTIGN,500700,868574042784996,,2,0,0.0,349,1614.9,-74.104817,5.347651,20260326202614,,,,,06,220100,12,05847:59:28,121378.5,20260326203834,C1A4$"
22646,"+BUFF:GTSTT,500700,868574042784996,,22,0,0.0,349,1614.9,-74.104817,5.347651,20260326202614,,,,,06,220100,12,20260326203834,C1A5$"
22647,"+BUFF:GTIGL,500700,868574042784996,,,01,1,1,0.1,349,1622.2,-74.104781,5.347586,20260326203837,,,,,04,12,121378.5,20260326203837,C1A6$"
22648,"+BUFF:GTIGL,500700,868574042784996,,,00,1,1,0.1,349,1622.2,-74.104781,5.347586,20260326203837,,,,,04,12,121378.5,20260326203837,C1A7$"
22649,"+BUFF:GTIGL,500700,868574042784996,,,01,1,1,0.1,349,1622.2,-74.104781,5.347586,20260326203837,,,,,04,12,121378.5,20260326203837,C1A8$"
22650,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.1,349,1622.2,-74.104781,5.347586,20260326203837,,,,,04,12,121378.5,05847:59:28,,,100,220100,,,,20260326203837,C1A9$"
22651,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1623.7,-74.104761,5.347613,20260326203933,,,,,04,12,121378.5,05848:00:28,,,100,220100,,,,20260326203936,C1AA$"
22652,"+BUFF:GTSTT,500700,868574042784996,,21,0,0.0,349,1623.7,-74.104761,5.347613,20260326204000,,,,,06,210100,12,20260326204001,C1AB$"
22653,"+BUFF:GTSTT,500700,868574042784996,,22,0,0.0,349,1623.7,-74.104761,5.347613,20260326204006,,,,,06,220100,12,20260326204009,C1AC$"
22654,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1623.7,-74.104761,5.347613,20260326204033,,,,,04,12,121378.5,05848:01:28,,,100,220100,,,,20260326204036,C1AD$"
22655,"+BUFF:GTSTT,500700,868574042784996,,21,0,0.0,349,1623.7,-74.104761,5.347613,20260326204045,,,,,06,210100,12,20260326204046,C1AE$"
22656,"+BUFF:GTSTT,500700,868574042784996,,22,0,0.0,349,1623.7,-74.104761,5.347613,20260326204121,,,,,06,220100,12,20260326204122,C1AF$"
22657,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1623.7,-74.104761,5.347613,20260326204133,,,,,04,12,121378.5,05848:02:28,,,100,220100,,,,20260326204136,C1B0$"
22658,"+BUFF:GTSTT,500700,868574042784996,,21,0,0.0,349,1623.7,-74.104761,5.347613,20260326204233,,,,,06,210100,12,20260326204234,C1B1$"
22659,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1623.7,-74.104761,5.347613,20260326204233,,,,,04,12,121378.5,05848:03:28,,,100,210100,,,,20260326204236,C1B2$"
22660,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1623.7,-74.104761,5.347613,20260326204333,,,,,04,12,121378.5,05848:04:28,,,100,210100,,,,20260326204336,C1B3$"
22661,"+BUFF:GTSTT,500700,868574042784996,,22,0,0.0,349,1623.7,-74.104761,5.347613,20260326204403,,,,,06,220100,12,20260326204406,C1B4$"
22662,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1623.7,-74.104761,5.347613,20260326204433,,,,,04,12,121378.5,05848:05:28,,,100,220100,,,,20260326204436,C1B5$"
22663,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1623.7,-74.104761,5.347613,20260326204533,,,,,04,12,121378.5,05848:06:28,,,100,220100,,,,20260326204536,C1B6$"
22664,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1623.7,-74.104761,5.347613,20260326204633,,,,,04,12,121378.5,05848:07:28,,,100,220100,,,,20260326204636,C1B7$"
22665,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1623.7,-74.104761,5.347613,20260326204732,,,,,04,12,121378.5,05848:08:28,,,100,220100,,,,20260326204736,C1B8$"
22666,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1623.7,-74.104761,5.347613,20260326204832,,,,,04,12,121378.5,05848:09:28,,,100,220100,,,,20260326204836,C1B9$"
22667,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1623.7,-74.104761,5.347613,20260326204931,,,,,04,12,121378.5,05848:10:28,,,100,220100,,,,20260326204936,C1BA$"
22668,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1623.7,-74.104761,5.347613,20260326205031,,,,,04,12,121378.5,05848:11:28,,,100,220100,,,,20260326205036,C1BB$"
22669,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1623.7,-74.104761,5.347613,20260326205133,,,,,04,12,121378.5,05848:12:28,,,100,220100,,,,20260326205136,C1BC$"
22670,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1623.7,-74.104761,5.347613,20260326205233,,,,,04,12,121378.5,05848:13:28,,,100,220100,,,,20260326205237,C1BD$"
22671,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1623.7,-74.104761,5.347613,20260326205333,,,,,04,12,121378.5,05848:14:28,,,100,220100,,,,20260326205337,C1BE$"
22672,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1623.7,-74.104761,5.347613,20260326205433,,,,,04,12,121378.5,05848:15:28,,,100,220100,,,,20260326205437,C1BF$"
22673,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1623.7,-74.104761,5.347613,20260326205533,,,,,04,12,121378.5,05848:16:28,,,100,220100,,,,20260326205537,C1C0$"
22674,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1623.7,-74.104761,5.347613,20260326205634,,,,,04,12,121378.5,05848:17:28,,,100,220100,,,,20260326205637,C1C1$"
22675,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1623.7,-74.104761,5.347613,20260326205734,,,,,04,12,121378.5,05848:18:28,,,100,220100,,,,20260326205737,C1C2$"
22676,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1623.7,-74.104761,5.347613,20260326205834,,,,,04,12,121378.5,05848:19:28,,,100,220100,,,,20260326205837,C1C3$"
22677,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1623.7,-74.104761,5.347613,20260326205934,,,,,04,12,121378.5,05848:20:28,,,100,220100,,,,20260326205937,C1C4$"
22678,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1623.7,-74.104761,5.347613,20260326210034,,,,,04,12,121378.5,05848:21:28,,,100,220100,,,,20260326210037,C1C5$"
22679,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1623.7,-74.104761,5.347613,20260326210133,,,,,04,12,121378.5,05848:22:28,,,100,220100,,,,20260326210137,C1C6$"
22680,"+BUFF:GTSTT,500700,868574042784996,,21,0,0.0,349,1623.7,-74.104761,5.347613,20260326210233,,,,,06,210100,12,20260326210235,C1C7$"
22681,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1623.7,-74.104761,5.347613,20260326210233,,,,,04,12,121378.5,05848:23:28,,,100,210100,,,,20260326210237,C1C8$"
22682,"+BUFF:GTSTT,500700,868574042784996,,22,0,0.0,349,1623.7,-74.104761,5.347613,20260326210318,,,,,06,220100,12,20260326210320,C1C9$"
22683,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1623.7,-74.104761,5.347613,20260326210333,,,,,04,12,121378.5,05848:24:28,,,100,220100,,,,20260326210337,C1CA$"
22684,"+BUFF:GTSTT,500700,868574042784996,,21,0,0.0,349,1623.7,-74.104761,5.347613,20260326210348,,,,,06,210100,12,20260326210351,C1CB$"
22685,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1623.7,-74.104761,5.347613,20260326210435,0732,0101,126C,F20B,04,12,121378.5,05848:25:28,,,100,210100,,,,20260326210438,C1CC$"
22686,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1623.7,-74.104761,5.347613,20260326210535,0732,0101,126C,F20B,04,12,121378.5,05848:26:28,,,100,210100,,,,20260326210538,C1CD$"
22687,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1623.7,-74.104761,5.347613,20260326210635,0732,0101,126C,F20B,04,12,121378.5,05848:27:28,,,100,210100,,,,20260326210638,C1CE$"
22688,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1623.7,-74.104761,5.347613,20260326210735,0732,0101,126C,F20B,04,12,121378.5,05848:28:28,,,100,210100,,,,20260326210738,C1CF$"
22689,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1623.7,-74.104761,5.347613,20260326210835,0732,0101,126C,F20B,04,12,121378.5,05848:29:28,,,100,210100,,,,20260326210838,C1D0$"
22690,"+BUFF:GTSTT,500700,868574042784996,,22,0,0.0,349,1623.7,-74.104761,5.347613,20260326210929,0732,0101,126C,F20B,06,220000,12,20260326210932,C1D1$"
22691,"+BUFF:GTIGF,500700,868574042784996,,1859,0,0.0,349,1623.7,-74.104761,5.347613,20260326210932,0732,0101,126C,F20B,06,120000,12,05848:30:27,121378.5,20260326210933,C1D2$"
22692,"+BUFF:GTSTT,500700,868574042784996,,12,0,0.0,349,1623.7,-74.104761,5.347613,20260326210932,0732,0101,126C,F20B,06,120000,12,20260326210933,C1D3$"
22693,"+BUFF:GTIGL,500700,868574042784996,,,00,1,1,0.0,349,1623.7,-74.104761,5.347613,20260326210937,0732,0101,126C,F20B,04,12,121378.5,20260326210938,C1D4$"
22694,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1623.7,-74.104761,5.347613,20260326210937,0732,0101,126C,F20B,04,12,121378.5,05848:30:27,,,100,120000,,,,20260326210938,C1D5$"
22695,"+BUFF:GTSTT,500700,868574042784996,,11,0,0.0,349,1623.7,-74.104761,5.347613,20260326210937,0732,0101,126C,F20B,06,110000,12,20260326211010,C1D6$"
22696,"+BUFF:GTIGN,500700,868574042784996,,833,0,0.0,349,1623.7,-74.104761,5.347613,20260326210937,0732,0101,126C,F20B,06,220100,12,05848:30:27,121378.5,20260326212326,C1D7$"
22697,"+BUFF:GTSTT,500700,868574042784996,,22,0,0.0,349,1623.7,-74.104761,5.347613,20260326210937,0732,0101,126C,F20B,06,220100,12,20260326212326,C1D8$"
22698,"+BUFF:GTIGL,500700,868574042784996,,,01,1,1,0.3,349,1624.8,-74.104761,5.347606,20260326212331,0732,0101,126C,F20B,04,12,121378.5,20260326212332,C1D9$"
22699,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.3,349,1624.8,-74.104761,5.347606,20260326212331,0732,0101,126C,F20B,04,12,121378.5,05848:30:32,,,100,220100,,,,20260326212332,C1DA$"
22700,"+BUFF:GTDOG,500700,868574042784996,,,04,1,1,0.0,349,1624.2,-74.104756,5.347613,20260326212410,0732,0101,126C,F20B,04,12,121378.5,20260326212411,C1DB$"
22701,"+BUFF:GTPFA,500700,868574042784996,,20260326212411,C1DC$"
22702,"+BUFF:GTPNA,500700,868574042784996,,20260326212428,C1DD$"
22703,"+BUFF:GTSTT,500700,868574042784996,,22,0,0.0,349,1624.2,-74.104756,5.347613,20260326212410,,,,,06,220100,0,20260326212428,C1DE$"
22704,"+BUFF:GTRTL,500700,868574042784996,,,00,1,1,0.2,349,1621.4,-74.104791,5.347698,20260326212440,,,,,04,12,121378.5,20260326212440,C1DF$"
22705,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.2,349,1621.4,-74.104791,5.347698,20260326212440,,,,,04,12,121378.5,05848:31:17,,,100,220100,,,,20260326212440,C1E0$"
22706,"+BUFF:GTSTT,500700,868574042784996,,21,0,0.1,349,1621.0,-74.104767,5.347701,20260326212454,,,,,06,210100,12,20260326212455,C1E1$"
22707,"+BUFF:GTSTT,500700,868574042784996,,22,0,0.1,349,1621.1,-74.104763,5.347700,20260326212503,,,,,06,220100,12,20260326212503,C1E2$"
22708,"+BUFF:GTSTT,500700,868574042784996,,21,0,0.3,349,1621.4,-74.104765,5.347684,20260326212533,,,,,06,210100,12,20260326212534,C1E3$"
22709,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.1,349,1621.8,-74.104765,5.347684,20260326212536,,,,,04,12,121378.5,05848:32:17,,,100,210100,,,,20260326212538,C1E4$"
22710,"+BUFF:GTSTT,500700,868574042784996,,22,0,0.0,349,1623.8,-74.104765,5.347678,20260326212636,,,,,06,220100,12,20260326212638,C1E5$"
22711,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1623.8,-74.104765,5.347678,20260326212636,,,,,04,12,121378.5,05848:33:17,,,100,220100,,,,20260326212638,C1E6$"
22712,"+BUFF:GTSTT,500700,868574042784996,,21,0,0.0,349,1624.2,-74.104763,5.347658,20260326212733,,,,,06,210100,12,20260326212736,C1E7$"
22713,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1624.5,-74.104763,5.347659,20260326212736,,,,,04,12,121378.5,05848:34:17,,,100,210100,,,,20260326212739,C1E8$"
22714,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1625.9,-74.104758,5.347656,20260326212836,,,,,04,12,121378.5,05848:35:17,,,100,210100,,,,20260326212839,C1E9$"
22715,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1625.9,-74.104758,5.347656,20260326212934,,,,,04,12,121378.5,05848:36:17,,,100,210100,,,,20260326212939,C1EA$"
22716,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1625.9,-74.104758,5.347656,20260326213035,,,,,04,12,121378.5,05848:37:17,,,100,210100,,,,20260326213039,C1EB$"
22717,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1625.9,-74.104758,5.347656,20260326213135,,,,,04,12,121378.5,05848:38:17,,,100,210100,,,,20260326213139,C1EC$"
